Price,Bedroom,Space,Room,Lot,Tax,Bathroom,Garage,Condition,YearBuilt,Location
36.0,3.0,777.0,6.0,25.0,449.0,1.0,0.0,0.0,2001.0,Chicago
42.0,2.0,539.0,5.0,50.0,721.0,1.0,0.0,0.0,1998.0,Chicago
42.0,2.0,539.0,5.0,50.0,721.0,1.0,0.0,0.0,1997.0,Chicago
42.0,3.0,584.0,5.0,25.0,812.0,1.0,0.0,0.0,1998.0,Chicago
42.0,3.0,584.0,5.0,25.0,812.0,1.0,0.0,0.0,1997.0,Chicago
42.0,2.0,639.0,6.0,25.0,0.0,1.0,0.0,0.0,1998.0,Chicago
42.0,2.0,639.0,6.0,25.0,0.0,1.0,0.0,0.0,1997.0,Chicago
42.0,3.0,585.0,5.0,50.0,713.0,1.0,0.0,0.0,1998.0,Chicago
42.0,3.0,585.0,5.0,50.0,713.0,1.0,0.0,0.0,1997.0,Chicago
48.0,3.0,758.0,5.0,27.0,743.0,1.0,0.0,1.0,2005.0,Chicago
48.0,3.0,758.0,5.0,27.0,743.0,1.0,0.0,1.0,2010.0,Chicago
48.0,4.0,1424.0,8.0,0.0,621.0,1.0,1.0,1.0,2005.0,Chicago
48.0,4.0,1424.0,8.0,0.0,621.0,1.0,1.0,1.0,2010.0,Chicago
57.0,3.0,828.0,5.0,33.0,970.0,1.0,2.0,1.0,2004.0,Chicago
57.0,5.0,1198.0,8.0,50.0,1244.0,1.5,0.0,0.0,2004.0,Chicago
59.0,2.0,839.0,5.0,35.0,926.0,1.5,1.0,0.0,1999.0,Chicago
59.0,2.0,839.0,5.0,35.0,926.0,1.5,1.0,0.0,2004.0,Chicago
59.0,2.0,839.0,5.0,35.0,926.0,1.5,1.0,0.0,1995.0,Chicago
59.0,2.0,848.0,5.0,25.0,814.0,1.0,0.0,0.0,1999.0,Chicago
59.0,2.0,848.0,5.0,25.0,814.0,1.0,0.0,0.0,2004.0,Chicago
59.0,2.0,848.0,5.0,25.0,814.0,1.0,0.0,0.0,1995.0,Chicago
59.0,3.0,859.0,5.0,33.0,994.0,1.0,2.0,1.0,1999.0,Chicago
59.0,3.0,859.0,5.0,33.0,994.0,1.0,2.0,1.0,2004.0,Chicago
59.0,3.0,859.0,5.0,33.0,994.0,1.0,2.0,1.0,1995.0,Chicago
59.0,3.0,710.0,5.0,25.0,848.0,1.0,0.0,0.0,1999.0,Chicago
59.0,3.0,710.0,5.0,25.0,848.0,1.0,0.0,0.0,2004.0,Chicago
59.0,3.0,710.0,5.0,25.0,848.0,1.0,0.0,0.0,1995.0,Chicago
51.0,4.0,1458.0,8.0,30.0,646.0,1.0,1.0,1.0,2010.0,Chicago
51.0,5.0,1370.0,8.0,30.0,696.0,1.0,1.0,1.0,2010.0,Chicago
51.0,2.0,714.0,6.0,30.0,536.0,1.0,2.0,1.0,2010.0,Chicago
84.0,3.0,2171.0,9.0,40.0,1075.0,2.5,1.0,1.0,1998.0,Chicago
52.0,5.0,1021.0,7.0,30.0,669.0,1.5,0.0,0.0,2003.0,Chicago
52.0,2.0,855.0,5.0,33.0,0.0,1.0,2.0,1.0,2003.0,Chicago
52.0,4.0,1040.0,7.0,30.0,694.0,1.5,0.0,0.0,2003.0,Chicago
52.0,5.0,1074.0,7.0,30.0,0.0,1.5,0.0,0.0,2003.0,Chicago
69.0,1.0,907.0,5.0,30.0,1320.0,1.0,1.0,0.0,2005.0,Chicago
69.0,1.0,957.0,5.0,0.0,1287.0,1.0,1.0,0.0,2005.0,Chicago
39.0,2.0,701.0,6.0,25.0,500.0,1.0,0.0,0.0,2001.0,Chicago
39.0,2.0,701.0,6.0,25.0,500.0,1.0,0.0,0.0,1998.0,Chicago
39.0,4.0,744.0,6.0,25.0,531.0,1.0,0.0,0.0,2001.0,Chicago
39.0,4.0,744.0,6.0,25.0,531.0,1.0,0.0,0.0,1998.0,Chicago
39.0,2.0,563.0,5.0,50.0,755.0,1.0,0.0,0.0,2001.0,Chicago
39.0,2.0,563.0,5.0,50.0,755.0,1.0,0.0,0.0,1998.0,Chicago
63.0,4.0,963.0,7.0,30.0,885.0,2.0,1.0,0.0,2005.0,Chicago
63.0,4.0,963.0,7.0,30.0,885.0,2.0,1.0,0.0,1995.0,Chicago
63.0,3.0,1178.0,7.0,50.0,1124.0,1.5,1.5,0.0,2005.0,Chicago
63.0,3.0,1178.0,7.0,50.0,1124.0,1.5,1.5,0.0,1995.0,Chicago
63.0,1.0,722.0,5.0,25.0,836.0,1.0,0.0,0.0,2005.0,Chicago
63.0,1.0,722.0,5.0,25.0,836.0,1.0,0.0,0.0,1995.0,Chicago
63.0,2.0,933.0,5.0,30.0,1431.0,1.0,1.0,0.0,2005.0,Chicago
63.0,2.0,933.0,5.0,30.0,1431.0,1.0,1.0,0.0,1995.0,Chicago
63.0,3.0,0.0,7.0,30.0,843.0,2.0,1.0,0.0,2005.0,Chicago
63.0,3.0,0.0,7.0,30.0,843.0,2.0,1.0,0.0,1995.0,Chicago
41.0,4.0,927.0,7.0,25.0,975.0,2.0,1.0,0.0,2002.0,Chicago
41.0,4.0,859.0,7.0,25.0,941.0,2.0,1.0,0.0,2002.0,Chicago
67.0,2.0,901.0,5.0,30.0,1373.0,1.0,1.0,0.0,2003.0,Chicago
67.0,2.0,1122.0,7.0,0.0,1131.0,1.5,1.5,0.0,2003.0,Chicago
68.0,4.0,1274.0,8.0,37.0,0.0,2.0,2.0,0.0,2004.0,Chicago
37.0,5.0,1204.0,7.0,25.0,531.0,1.5,0.0,0.0,1999.0,Chicago
32.0,4.0,1065.0,7.0,25.0,492.0,1.5,0.0,0.0,1999.0,Chicago
